gold_label,sequence,attention_mask,token_type
entailment,"[CLS] hawaii has a disney resort & spa that is a beach ##side hotel , resort and vacation destination offering compliment ##ary children ' s activities and programs and that dj ##uan rivers was a general manager at . [SEP] [ par ] [ t ##le ] au ##lani [SEP] au ##lani , a disney resort & spa is a beach ##side hotel , resort and vacation destination offering compliment ##ary children ' s activities and programs at the ko ol ##ina resort & marina in ka ##pole ##i on the hawaiian island of o ##ahu . part of the disney vacation club , it is the third disney vacation club resort located outside of a disney theme park property . the resort opened on august 29 , 2011 . [ par ] [ t ##le ] dj ##uan rivers [SEP] dj ##uan rivers is the vice president of disney ' s animal kingdom at walt disney world . he previously served as vice president for hotels and business solutions at disneyland paris after having been general manager of the disney au ##lani resort & spa in hawaii . [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
entailment,"[CLS] the tho ##en stone is on display at a museum in lawrence county . [SEP] [ par ] [ t ##le ] dead ##wood , south dakota [SEP] dead ##wood ( la ##kota : "" ow ##aya ##su ##ta "" ; "" to approve or confirm things "" ) is a city in south dakota , united states , and the county seat of lawrence county . it is named after the dead trees found in its gu ##lch . the population was 1 , 270 according to the 2010 census . the entire city is a national historic landmark district , for its well - preserved gold rush - era architecture . [ par ] [ t ##le ] tho ##en stone [SEP] the tho ##en stone is a sandstone slab dated 1834 that was discovered in the black hills of south dakota by louis tho ##en in 1887 . the discovery of the stone called into question the first discovery of gold and the history of gold mining in the black hills ; it would mean that gold was discovered in the black hills 40 [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
entailment,"[CLS] the academy of motion picture arts and sciences presents the award in which chris noon ##an was nominated for his work in "" babe "" . [SEP] [ par ] [ t ##le ] chris noon ##an [SEP] chris noon ##an ( born 14 november 1952 ) is a sydney - based australian filmmaker and actor best known for the family film "" babe "" ( 1995 ) , for which he was nominated for both the academy award for best director and academy award for best adapted screenplay . [ par ] [ t ##le ] academy award for best director [SEP] the academy award for best director ( officially known as the academy award for best directing ) is an award presented annually by the academy of motion picture arts and sciences ( amp ##as ) . it is given in honor of a film director who has exhibited outstanding directing while working in the film industry . [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
entailment,"[CLS] approximately 17 % of the global population is made up of the ethnic group princess fra ##grant was produced to improve relations with . [SEP] [ par ] [ t ##le ] princess fra ##grant [SEP] princess fra ##grant ( ) is a chinese 3 - d cartoon series directed by deng jiang ##lei and produced by the shenzhen qi ##an ##hen ##g cultural communication company ( ) . its basis is the fra ##grant con ##cu ##bine , a chinese legend about a ui ##gh ##ur girl from ka ##sh ##gar who became a con ##cu ##bine of the qi ##an ##long emperor . the cartoon was produced to improve relations between the han chinese and the ui ##gh ##urs . the series , which will be available in the mandarin and ui ##gh ##ur languages , is scheduled to have 104 episodes . it will begin airing in 2015 . [ par ] [ t ##le ] han chinese [SEP] the han chinese , han people or simply han ( ; ] ; han characters : 漢 人 ( mandarin pinyin : "" han ##ren "" ; literally "" han people "" ) or 漢 [UNK] ( pinyin : "" han ##zu "" ; literally "" han ethnicity "" or "" han ethnic group "" ) ) are an [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
contradiction,"[CLS] the bore ##n - mcc ##ur ##dy proposals were partially brought about by david mcc ##ur ##dy in 1992 . [SEP] [ par ] [ t ##le ] david l . bore ##n [SEP] david lyle bore ##n ( born april 21 , 1941 ) is an american university administrator and politician from the state of oklahoma . a member of the democratic party , he served as the 21st governor of oklahoma from 1975 to 1979 and in the united states senate from 1979 to 1994 . he is currently the 13th president of the university of oklahoma . he was the longest serving chairman of the senate select committee on intelligence . david bore ##n officially announced his retirement as president of the university of oklahoma , effective june 30 , 2018 . [ par ] [ t ##le ] bore ##n - mcc ##ur ##dy proposals [SEP] the bore ##n - mcc ##ur ##dy intelligence reform proposals are two legislative proposals from senator david bore ##n and representative david mcc ##ur ##dy in 1992 ( 102 ##nd congress ) . both pieces of legislation propose the creation of [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
entailment,"[CLS] bob barker hosted both miss usa 1968 and the price is right . [SEP] [ par ] [ t ##le ] bob barker [SEP] robert william barker ( born december 12 , 1923 ) is an american former television game show host . he is known for hosting cbs ' s "" the price is right "" from 1972 to 2007 , making it the longest - running daytime game show in north american television history , and for hosting "" truth or consequences "" from 1956 to 1974 . [ par ] [ t ##le ] miss usa 1968 [SEP] miss usa 1968 , the 17th miss usa pageant , was televised live by cbs from miami beach , florida on may 18 , 1968 hosted by bob barker . [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
contradiction,"[CLS] when a man falls in love is a 2013 south korean television series starring song se ##ung - he ##on , shin se - ky ##ung , cha ##e jung - an , and ye ##on woo - jin . [SEP] [ par ] [ t ##le ] ye ##on woo - jin [SEP] ye ##on woo - jin ( born kim bon ##g - ho ##e on july 5 , 1984 ) is a south korean actor . he started in the entertainment industry as a model and gained recognition with his leading roles in "" marriage , not dating "" ( 2014 ) , "" divorce lawyer in love "" ( 2015 ) , "" intro ##verted boss "" ( 2017 ) and "" queen for seven days "" ( 2017 ) . [ par ] [ t ##le ] when a man falls in love [SEP] when a man falls in love ( ) is a 2013 south korean television series , starring song se ##ung - he ##on , shin se - ky ##ung , cha ##e jung - an , and ye ##on woo - jin . the story revolves around a world - weary gangster as his love life inter ##t ##wine ##s with three others , and how the course of their lives changes entirely based on one moment of fever ##ed passion . it aired on mbc from april 3 to june 6 , [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
contradiction,"[CLS] the base of one of the three main british intelligence agencies is in the suburbs of cheltenham . [SEP] [ par ] [ t ##le ] government communications headquarters [SEP] the government communications headquarters ( g ##ch ##q ) is an intelligence and security organisation responsible for providing signals intelligence ( si ##gin ##t ) and information assurance to the government and armed forces of the united kingdom . based in "" the dough ##nut "" in the suburbs of cheltenham , g ##ch ##q is the responsibility of the country ' s secretary of state for foreign and commonwealth affairs , but it is not a part of the foreign office and its director ranks as a permanent secretary . [ par ] [ t ##le ] british intelligence agencies [SEP] the government of the united kingdom maintains intelligence agencies within several different government departments . the agencies are responsible for collecting and producing foreign and domestic intelligence , providing military intelligence , performing espionage and counter - espionage . their intelligence assessments contribute to the conduct of the foreign relations [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
entailment,"[CLS] close to the enemy starred the english actor known as ash morgan in the bbc series hu ##stle . [SEP] [ par ] [ t ##le ] close to the enemy [SEP] close to the enemy is a british period drama miniseries set in the late 1940s in london . it is written and directed by stephen pol ##ia ##koff , starring jim stu ##rge ##ss , freddie high ##more , charlotte riley , phoebe fox , alfred molina , lindsay duncan , august die ##hl , alf ##ie allen , angela bassett , ant ##je tr ##au ##e , lily g and robert glen ##ister . it premiered in the united kingdom on bbc two on 10 november 2016 . [ par ] [ t ##le ] robert glen ##ister [SEP] robert lewis glen ##ister ( born 11th march 1960 ) is an english actor known for his roles as con man ash "" three socks "" morgan in the bbc television series "" hu ##stle "" and nicholas blake in the bbc spy drama "" sp ##ook ##s "" . [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
contradiction,"[CLS] cheryl campbell appeared in the 2006 bbc four television play "" kenneth williams : fan ##ta ##bu ##los ##a ! "" . [SEP] [ par ] [ t ##le ] kenneth williams : fan ##ta ##bu ##los ##a ! [SEP] kenneth williams : fan ##ta ##bu ##los ##a ! is a 2006 bbc four television play starring michael sheen as the english comic actor kenneth williams , based on williams ' own diaries . cheryl campbell plays williams ' s beloved mother , lou . [ par ] [ t ##le ] cheryl campbell [SEP] cheryl campbell ( born 22 may 1949 ) is an english actor of stage , film and television . she starred opposite bob ho ##skin ##s in the 1978 bbc drama "" penn ##ies from heaven "" , before going on to win the 1980 bafta tv award for best actress for "" testament of youth "" and "" malice af ##ore ##th ##ough ##t "" , and the 1982 olivier award for best actress in a revival for "" a doll ' s house "" . her film appearances include "" chariot ##s of fire "" ( 1981 ) , "" "" ( 1984 ) and "" the shooting party "" ( 1985 ) . [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
entailment,"[CLS] the birth date of the coach of the 2014 - 15 michigan wolverine ##s men ' s basketball team is february 5 , 1953 . [SEP] [ par ] [ t ##le ] john bei ##lein [SEP] john patrick bei ##lein ( pronounced "" bee - line "" ; born february 5 , 1953 ) is an american college basketball coach and current men ' s basketball head coach at the university of michigan . he is the 16th head coach of the michigan wolverine ##s . the 2016 – 17 season is his tenth at michigan . bei ##lein has won 69 ##1 career games at four - year universities and 76 ##6 games altogether , including those at the junior college level . he has previously coached the west virginia mountain ##eers ( 2002 – 2007 ) , richmond spiders ( 1997 – 2002 ) , can ##isi ##us golden griffin ##s ( 1992 – 1997 ) in ncaa division i as well as le mo ##yne college ( 1983 – 1992 ) , nazareth college ( 1982 – 1983 ) and erie community college ( 1978 – 1982 ) . [ par ] [ t ##le ] 2014 – 15 michigan wolverine ##s men ' s basketball team [SEP] the 2014 – 15 michigan wolverine ##s men ' s basketball team represented the university of michigan during the 2014 – 15 [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
